Image Path,Asymmetry Score,Area,Perimeter,Circularity,Number of Colors,Sick
DermMel\train_sep\NotMelanoma\ISIC_0026054.jpg,5751270,39540,3033,0.054013424,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025736.jpg,864705,11237,536,0.491508084,2,0
DermMel\train_sep\Melanoma\AUGmented_0_857.jpeg,1789335,11251,1427,0.06943094,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024904.jpg,6495615,41717,6038,0.014379266,6,0
DermMel\train_sep\NotMelanoma\ISIC_0024375.jpg,10251000,80570,10773,0.008723885,4,0
DermMel\train_sep\Melanoma\AUG_0_7409.jpeg,782850,13060,669,0.366691468,5,1
DermMel\train_sep\NotMelanoma\ISIC_0032280.jpg,14098695,107419,9426,0.01519274,7,0
DermMel\train_sep\Melanoma\AUG_0_4280.jpeg,1553970,10324,1330,0.073342309,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029962.jpg,11814150,83296,8407,0.014809893,5,0
DermMel\train_sep\Melanoma\AUG_0_9724.jpeg,895305,12593,719,0.306112657,4,1
DermMel\train_sep\NotMelanoma\ISIC_0026075.jpg,4416600,54660,2738,0.091624708,4,0
DermMel\train_sep\Melanoma\ISIC_0029502.jpg,1689375,10929,1166,0.101016703,6,1
DermMel\train_sep\Melanoma\AUG_0_9441.jpeg,1519290,15336,1073,0.167387306,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029883.jpg,4536450,19056,698,0.491508195,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024462.jpg,4261815,89021,3628,0.08498999,4,0
DermMel\train_sep\Melanoma\AUGmented_0_8720.jpeg,94095,1919,183,0.720083168,3,1
DermMel\train_sep\Melanoma\AUG_0_7388.jpeg,2344470,14066,1421,0.087537134,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032297.jpg,4852650,83396,4202,0.059353043,2,0
DermMel\train_sep\Melanoma\ISIC_0028127.jpg,6241890,85656,4154,0.062378463,5,1
DermMel\train_sep\Melanoma\AUG_0_5206.jpeg,2435505,12983,974,0.171975669,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029612.jpg,10529460,58676,6788,0.016002458,2,0
DermMel\train_sep\Melanoma\ISIC_0031233.jpg,7026780,80476,5953,0.028536748,5,1
DermMel\train_sep\Melanoma\AUGmented_0_5886.jpeg,293760,6816,357,0.67205221,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025690.jpg,10468770,112006,4746,0.062487865,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024966.jpg,1885470,22752,1577,0.114965109,2,0
DermMel\train_sep\Melanoma\AUG_0_4276.jpeg,2097630,12988,1258,0.103131388,2,1
DermMel\train_sep\NotMelanoma\ISIC_0030123.jpg,5262180,65040,4484,0.040649873,4,0
DermMel\train_sep\NotMelanoma\ISIC_0032475.jpg,1092420,12226,996,0.154872953,3,0
DermMel\train_sep\Melanoma\AUG_0_5801.jpeg,2051475,13917,1767,0.056012169,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025240.jpg,8573610,132814,7400,0.030478268,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030394.jpg,12018150,87284,12844,0.00664881,3,0
DermMel\train_sep\NotMelanoma\ISIC_0026034.jpg,13283970,92808,12095,0.007972298,3,0
DermMel\train_sep\Melanoma\AUGmented_0_5694.jpeg,1268625,11723,894,0.184320479,3,1
DermMel\train_sep\Melanoma\AUG_0_7621.jpeg,2261085,18507,2005,0.057851834,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031617.jpg,2755530,34374,1993,0.108749017,4,0
DermMel\train_sep\Melanoma\AUG_0_5182.jpeg,1421880,11178,1076,0.121324756,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031769.jpg,1223235,14383,829,0.26299669,4,0
DermMel\train_sep\Melanoma\AUG_0_4950.jpeg,1598340,8428,1292,0.063446748,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024750.jpg,12258615,81521,11966,0.007154534,2,0
DermMel\train_sep\Melanoma\AUG_0_6359.jpeg,302175,2983,222,0.760601484,3,1
DermMel\train_sep\Melanoma\AUG_0_7404.jpeg,2781030,20892,3542,0.020926315,3,1
DermMel\train_sep\Melanoma\AUG_0_7803.jpeg,206550,3946,255,0.76258206,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024716.jpg,8903835,86829,8395,0.015482221,3,0
DermMel\train_sep\Melanoma\AUG_0_9866.jpeg,1196970,11728,868,0.195611494,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025949.jpg,6249030,79040,2735,0.132782895,2,0
DermMel\train_sep\Melanoma\AUG_0_9482.jpeg,2252925,24077,1446,0.144702372,2,1
DermMel\train_sep\Melanoma\ISIC_0032730.jpg,6009585,126365,3275,0.148051924,6,1
DermMel\train_sep\Melanoma\AUG_0_7541.jpeg,2018325,14563,1784,0.05750042,2,1
DermMel\train_sep\Melanoma\AUG_0_4801.jpeg,1022295,7853,903,0.12102357,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025673.jpg,2504865,17921,1806,0.069045696,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031668.jpg,864960,20062,1074,0.218562438,2,0
DermMel\train_sep\Melanoma\ISIC_0033405.jpg,10215300,84964,7008,0.021739854,2,1
DermMel\train_sep\Melanoma\AUGmented_0_6013.jpeg,1582530,12694,1805,0.048961413,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024439.jpg,11479845,89203,8951,0.013990918,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025119.jpg,11111370,96222,7901,0.019369576,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026088.jpg,7697940,93900,5803,0.035040502,2,0
DermMel\train_sep\Melanoma\AUGmented_0_6367.jpeg,2163675,12869,2035,0.039050432,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029506.jpg,4606830,49662,3352,0.05554258,2,0
DermMel\train_sep\NotMelanoma\ISIC_0034109.jpg,1113585,44723,1271,0.347896205,4,0
DermMel\train_sep\Melanoma\AUG_0_5901.jpeg,1917345,11063,1071,0.121200339,3,1
DermMel\train_sep\Melanoma\AUG_0_6998.jpeg,2265930,11912,1242,0.097040127,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031823.jpg,17412165,120235,13656,0.008102028,3,0
DermMel\train_sep\Melanoma\AUG_0_7384.jpeg,1842375,16729,2021,0.051469176,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029395.jpg,5194605,20371,729,0.481689474,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025920.jpg,2488290,16126,735,0.375112763,3,0
DermMel\train_sep\Melanoma\AUG_0_6383.jpeg,2240685,15359,2682,0.026832137,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024780.jpg,2826420,31854,2486,0.064769656,1,0
DermMel\train_sep\Melanoma\AUG_0_7734.jpeg,1514700,7066,683,0.19034527,4,1
DermMel\train_sep\Melanoma\AUG_0_4285.jpeg,1257660,7664,892,0.121041877,3,1
DermMel\train_sep\Melanoma\AUGmented_0_288.jpeg,1992825,15811,1922,0.053785156,2,1
DermMel\train_sep\NotMelanoma\ISIC_0034119.jpg,13612155,83727,10174,0.010164638,6,0
DermMel\train_sep\Melanoma\ISIC_0031666.jpg,12711750,100812,8099,0.019313425,6,1
DermMel\train_sep\Melanoma\ISIC_0027102.jpg,6864855,138169,5308,0.061625244,8,1
DermMel\train_sep\Melanoma\AUGmented_0_8713.jpeg,971805,8871,472,0.500378275,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024827.jpg,14650515,102935,9813,0.013432886,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029967.jpg,7956765,82173,8131,0.015618923,4,0
DermMel\train_sep\NotMelanoma\ISIC_0025066.jpg,10268085,77803,6948,0.020252871,5,0
DermMel\train_sep\NotMelanoma\ISIC_0029583.jpg,9148380,69016,6563,0.020135149,3,0
DermMel\train_sep\Melanoma\AUGmented_0_1097.jpeg,1308150,8800,794,0.175408862,6,1
DermMel\train_sep\Melanoma\AUG_0_9346.jpeg,616335,5237,387,0.439410578,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030367.jpg,3546030,53478,2628,0.097304808,4,0
DermMel\train_sep\Melanoma\AUG_0_4212.jpeg,3220650,22546,3625,0.021560724,3,1
DermMel\train_sep\Melanoma\AUGmented_0_1134.jpeg,1600635,12299,791,0.247016918,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030349.jpg,9078255,80093,8706,0.013279053,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033707.jpg,3714330,28208,1441,0.170708127,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9783.jpeg,1130160,8164,941,0.115860024,3,1
DermMel\train_sep\Melanoma\AUG_0_5885.jpeg,756585,6249,695,0.162573883,3,1
DermMel\train_sep\Melanoma\AUG_0_9715.jpeg,1512150,10986,1161,0.102420058,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031692.jpg,8683770,56224,4913,0.029271035,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029643.jpg,4610655,62143,4074,0.047050044,1,0
DermMel\train_sep\NotMelanoma\ISIC_0032502.jpg,17276250,104178,6355,0.032415653,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031464.jpg,12455985,75557,7899,0.015217396,2,0
DermMel\train_sep\Melanoma\AUG_0_9865.jpeg,103530,2072,185,0.76077487,2,1
DermMel\train_sep\Melanoma\AUG_0_4955.jpeg,3041130,13912,1796,0.054198438,3,1
DermMel\train_sep\Melanoma\ISIC_0033452.jpg,2503080,25034,1122,0.249893177,2,1
DermMel\train_sep\Melanoma\AUGmented_0_1797.jpeg,202725,4707,365,0.443985036,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030145.jpg,9737175,70625,9339,0.010175777,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032554.jpg,3184185,29299,1706,0.126504102,3,0
DermMel\train_sep\Melanoma\ISIC_0027282.jpg,6858735,53159,5653,0.020903966,5,1
DermMel\train_sep\Melanoma\AUG_0_5334.jpeg,2574735,19075,1901,0.066330027,4,1
DermMel\train_sep\Melanoma\ISIC_0025832.jpg,5634225,52573,4030,0.040678275,3,1
DermMel\train_sep\Melanoma\ISIC_0033545.jpg,4438020,62472,2366,0.140238027,2,1
DermMel\train_sep\Melanoma\ISIC_0033885.jpg,10172715,140641,6503,0.04179211,6,1
DermMel\train_sep\NotMelanoma\ISIC_0029556.jpg,3904050,62360,2246,0.155344709,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025312.jpg,15416535,112745,3044,0.152903652,5,0
DermMel\train_sep\NotMelanoma\ISIC_0032634.jpg,9231255,62735,6490,0.018716747,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033906.jpg,6484905,82343,4084,0.062039042,2,0
DermMel\train_sep\Melanoma\AUG_0_7484.jpeg,2015265,14159,1720,0.060143064,3,1
DermMel\train_sep\Melanoma\AUGmented_0_30.jpeg,2667810,18326,2193,0.047885087,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031706.jpg,1871190,22824,1778,0.090727326,3,0
DermMel\train_sep\Melanoma\AUG_0_7872.jpeg,1525920,10498,1044,0.121036243,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029520.jpg,4701945,48487,2404,0.105430496,2,0
DermMel\train_sep\Melanoma\AUG_0_5821.jpeg,946050,5618,374,0.504717536,3,1
DermMel\train_sep\Melanoma\AUG_0_9799.jpeg,1859715,14653,1365,0.098825976,4,1
DermMel\train_sep\Melanoma\ISIC_0028965.jpg,7265715,119315,2990,0.16771138,5,1
DermMel\train_sep\Melanoma\AUG_0_6355.jpeg,1245165,11065,593,0.395413867,2,1
DermMel\train_sep\Melanoma\AUG_0_7631.jpeg,1990785,14209,1396,0.091622585,5,1
DermMel\train_sep\Melanoma\AUG_0_5749.jpeg,2205750,17692,877,0.28905974,5,1
DermMel\train_sep\Melanoma\AUG_0_4076.jpeg,547740,4616,588,0.167772591,3,1
DermMel\train_sep\Melanoma\ISIC_0029028.jpg,1823250,26776,1393,0.173401692,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031443.jpg,10237485,80359,12835,0.006129889,3,0
DermMel\train_sep\Melanoma\ISIC_0033947.jpg,13427535,90887,9747,0.012021806,4,1
DermMel\train_sep\Melanoma\AUGmented_0_1074.jpeg,1752105,14857,2239,0.037241983,2,1
DermMel\train_sep\Melanoma\AUG_0_7594.jpeg,1492260,9896,1266,0.077589355,5,1
DermMel\train_sep\NotMelanoma\ISIC_0030227.jpg,5251725,47527,3675,0.044221715,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033181.jpg,4099890,35844,2208,0.092390687,2,0
DermMel\train_sep\NotMelanoma\ISIC_0034014.jpg,6089400,76392,4304,0.051821887,2,0
DermMel\train_sep\Melanoma\AUG_0_5167.jpeg,1375215,8377,468,0.48062535,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025047.jpg,5972100,105810,1635,0.497394598,4,0
DermMel\train_sep\Melanoma\AUG_0_4050.jpeg,2447235,12109,2249,0.030084253,3,1
DermMel\train_sep\Melanoma\AUG_0_6419.jpeg,1789080,10350,1623,0.04937569,2,1
DermMel\train_sep\Melanoma\AUG_0_4226.jpeg,3104880,19022,3374,0.020997901,4,1
DermMel\train_sep\Melanoma\ISIC_0028288.jpg,3701580,49074,3372,0.054235818,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030139.jpg,7826970,70108,6931,0.018339422,3,0
DermMel\train_sep\Melanoma\AUGmented_0_5664.jpeg,1896435,10173,1038,0.118649033,4,1
DermMel\train_sep\Melanoma\ISIC_0026796.jpg,16648185,114133,12253,0.009552922,2,1
DermMel\train_sep\NotMelanoma\ISIC_0026351.jpg,7899390,61294,7381,0.014138307,4,0
DermMel\train_sep\NotMelanoma\ISIC_0026205.jpg,11499735,98585,9807,0.012880964,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029724.jpg,9574230,85824,4639,0.050115246,3,0
DermMel\train_sep\Melanoma\AUGmented_0_9137.jpeg,2988345,15557,1080,0.167605476,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025059.jpg,2083605,22151,1879,0.078840549,2,0
DermMel\train_sep\Melanoma\AUG_0_6973.jpeg,2018070,22774,1251,0.182866672,3,1
DermMel\train_sep\Melanoma\AUGmented_0_9743.jpeg,1392045,14815,1108,0.151646363,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029717.jpg,4509165,58651,2996,0.082111062,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026171.jpg,16560465,87717,9640,0.011861499,5,0
DermMel\train_sep\NotMelanoma\ISIC_0031825.jpg,15030465,91225,12271,0.00761314,3,0
DermMel\train_sep\Melanoma\ISIC_0028033.jpg,1806165,34277,1735,0.143091458,3,1
DermMel\train_sep\Melanoma\AUG_0_6970.jpeg,1889805,11289,1520,0.061401384,2,1
DermMel\train_sep\Melanoma\ISIC_0034316.jpg,8100330,65616,5177,0.030765451,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031616.jpg,8520315,112383,9116,0.016994244,2,0
DermMel\train_sep\Melanoma\AUGmented_0_2075.jpeg,709920,9644,702,0.245919429,3,1
DermMel\train_sep\Melanoma\AUG_0_4352.jpeg,685695,6115,643,0.185859335,2,1
DermMel\train_sep\NotMelanoma\ISIC_0030170.jpg,2593605,10171,722,0.24518795,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026233.jpg,3037305,52623,1403,0.335946503,2,0
DermMel\train_sep\Melanoma\AUGmented_0_6487.jpeg,2611710,16294,2364,0.036638917,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024475.jpg,5811960,35552,7551,0.007835468,3,0
DermMel\train_sep\NotMelanoma\ISIC_0029522.jpg,7078545,59063,7972,0.0116786,11,0
DermMel\train_sep\Melanoma\AUG_0_9510.jpeg,2502060,22148,1931,0.074641409,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025617.jpg,9750945,69129,10121,0.008480536,5,0
DermMel\train_sep\Melanoma\ISIC_0026430.jpg,16132065,112533,11349,0.010979298,5,1
DermMel\train_sep\Melanoma\AUG_0_4632.jpeg,2956980,16568,2691,0.028750974,5,1
DermMel\train_sep\Melanoma\ISIC_0032044.jpg,10023540,74098,4700,0.042152238,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024745.jpg,3965760,73388,2108,0.207536125,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033900.jpg,8455035,52277,3954,0.042019143,2,0
DermMel\train_sep\Melanoma\AUG_0_7295.jpeg,386325,3519,414,0.258005194,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031703.jpg,1859715,75727,1836,0.28230285,4,0
DermMel\train_sep\Melanoma\AUG_0_9811.jpeg,1210485,11563,904,0.17780482,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029425.jpg,11240655,105869,9185,0.015769588,2,0
DermMel\train_sep\Melanoma\AUGmented_0_1666.jpeg,1663620,12580,806,0.243343876,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032291.jpg,11753715,92231,7158,0.022620562,2,0
DermMel\train_sep\Melanoma\ISIC_0033679.jpg,6229905,63759,5602,0.025530843,3,1
DermMel\train_sep\Melanoma\AUG_0_7027.jpeg,2489310,15610,2261,0.038371753,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024787.jpg,15089115,96471,9861,0.012467079,2,0
DermMel\train_sep\Melanoma\ISIC_0025235.jpg,1925505,51093,2004,0.159873261,5,1
DermMel\train_sep\Melanoma\AUG_0_4227.jpeg,1433865,7617,569,0.295644148,3,1
DermMel\train_sep\Melanoma\AUG_0_6272.jpeg,3497580,24462,2191,0.064034949,4,1
DermMel\train_sep\Melanoma\AUG_0_4039.jpeg,2671635,16411,1432,0.100567782,2,1
DermMel\train_sep\NotMelanoma\ISIC_0033936.jpg,1218900,19638,892,0.310154017,2,0
DermMel\train_sep\Melanoma\AUGmented_0_8930.jpeg,1366545,18681,1840,0.069338483,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026358.jpg,5755860,55422,7173,0.013536002,2,0
DermMel\train_sep\Melanoma\AUG_0_9972.jpeg,1307385,17897,1127,0.177068892,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025794.jpg,8468805,125163,5947,0.044472337,2,0
DermMel\train_sep\Melanoma\AUG_0_5999.jpeg,3526395,21313,1914,0.073108956,6,1
DermMel\train_sep\NotMelanoma\ISIC_0031646.jpg,689265,14621,1157,0.137252487,4,0
DermMel\train_sep\Melanoma\AUG_0_5852.jpeg,763980,5862,881,0.094908227,3,1
DermMel\train_sep\Melanoma\ISIC_0031499.jpg,7427385,64207,4380,0.042057555,5,1
DermMel\train_sep\Melanoma\AUG_0_6018.jpeg,1819425,16997,1486,0.096726288,3,1
DermMel\train_sep\Melanoma\ISIC_0033125.jpg,5543190,70842,4055,0.054140088,5,1
DermMel\train_sep\NotMelanoma\ISIC_0033148.jpg,3060000,42422,1570,0.216272698,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032028.jpg,11875860,85446,8635,0.014400478,7,0
DermMel\train_sep\NotMelanoma\ISIC_0031640.jpg,14959320,107466,17553,0.004383068,8,0
DermMel\train_sep\Melanoma\AUGmented_0_5540.jpeg,722925,3239,318,0.402500637,3,1
DermMel\train_sep\Melanoma\AUGmented_0_5245.jpeg,1750320,11146,1411,0.070351745,4,1
DermMel\train_sep\Melanoma\ISIC_0024898.jpg,3915780,93044,1603,0.45502074,5,1
DermMel\train_sep\Melanoma\ISIC_0032695.jpg,4586940,71570,3434,0.076267639,5,1
DermMel\train_sep\Melanoma\AUG_0_6619.jpeg,351390,2572,304,0.349730623,4,1
DermMel\train_sep\Melanoma\ISIC_0033152.jpg,2644350,18438,1135,0.179858908,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030279.jpg,3955305,37325,2658,0.06638955,5,0
DermMel\train_sep\Melanoma\AUG_0_4135.jpeg,1248480,7250,827,0.133210007,3,1
DermMel\train_sep\Melanoma\AUG_0_5728.jpeg,1984665,13177,2195,0.034368245,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032474.jpg,6186810,41032,2943,0.059532213,5,0
DermMel\train_sep\Melanoma\AUGmented_0_5025.jpeg,1902300,8720,1118,0.087668332,4,1
DermMel\train_sep\Melanoma\ISIC_0033061.jpg,7278465,72427,6688,0.020347817,5,1
DermMel\train_sep\Melanoma\AUG_0_4745.jpeg,2122620,13230,1695,0.057866911,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031366.jpg,4279920,26950,1461,0.158660275,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6850.jpeg,1910970,14534,2247,0.036173362,3,1
DermMel\train_sep\Melanoma\AUG_0_9495.jpeg,2013225,25479,1091,0.268994092,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025251.jpg,13860780,79580,5021,0.039667365,2,0
DermMel\train_sep\Melanoma\AUG_0_6106.jpeg,1728135,11507,812,0.219310749,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033449.jpg,12828030,115874,8648,0.019469935,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026126.jpg,5102295,74079,3811,0.064095432,3,0
DermMel\train_sep\Melanoma\AUGmented_0_2356.jpeg,1469055,7161,552,0.295328515,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032358.jpg,4727955,44513,3911,0.036569675,2,0
DermMel\train_sep\Melanoma\AUG_0_4293.jpeg,3002370,15818,2632,0.028693906,6,1
DermMel\train_sep\Melanoma\AUGmented_0_9230.jpeg,1702125,15081,1262,0.118992967,3,1
DermMel\train_sep\Melanoma\AUG_0_6596.jpeg,2345235,19385,1934,0.065127248,6,1
DermMel\train_sep\NotMelanoma\ISIC_0033617.jpg,7506435,102505,8146,0.019411813,2,0
DermMel\train_sep\Melanoma\AUG_0_6584.jpeg,2064735,10735,866,0.179877204,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025951.jpg,2140725,15827,731,0.372197723,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029959.jpg,7007400,53994,4851,0.028833198,6,0
DermMel\train_sep\NotMelanoma\ISIC_0024596.jpg,2581875,34713,1217,0.294524112,4,0
DermMel\train_sep\NotMelanoma\ISIC_0024424.jpg,14833605,91543,10836,0.009797088,3,0
DermMel\train_sep\Melanoma\AUG_0_4780.jpeg,1378020,10314,1141,0.099555602,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032142.jpg,6457365,43613,9487,0.006089309,2,0
DermMel\train_sep\Melanoma\AUG_0_5318.jpeg,808860,17674,806,0.341880737,5,1
DermMel\train_sep\Melanoma\AUG_0_5793.jpeg,2982225,17673,2637,0.031937424,5,1
DermMel\train_sep\NotMelanoma\ISIC_0025076.jpg,11267175,67739,7530,0.015012696,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031623.jpg,4999530,68738,3749,0.061457639,3,0
DermMel\train_sep\Melanoma\AUGmented_0_9891.jpeg,2536485,16269,1987,0.051781543,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025654.jpg,15494055,121335,3821,0.104433993,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032146.jpg,13063650,66452,5609,0.026542819,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031653.jpg,9210090,101474,6123,0.03401231,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029430.jpg,1267860,16954,1855,0.061914763,3,0
DermMel\train_sep\Melanoma\AUG_0_9732.jpeg,1423665,8005,1065,0.088689455,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025699.jpg,3352230,38882,2082,0.112718969,5,0
DermMel\train_sep\Melanoma\ISIC_0033415.jpg,8959170,71908,6244,0.023177217,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025503.jpg,6230925,41939,3685,0.038810832,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032710.jpg,1713855,27369,742,0.624684864,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031803.jpg,4246515,28411,2535,0.055557214,4,0
DermMel\train_sep\Melanoma\AUG_0_4841.jpeg,1762050,13534,1595,0.06685204,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029460.jpg,7294275,70775,8657,0.011867382,6,0
DermMel\train_sep\NotMelanoma\ISIC_0033924.jpg,5730615,54151,4509,0.033470012,4,0
DermMel\train_sep\NotMelanoma\ISIC_0033503.jpg,3469020,30990,1981,0.099234455,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9478.jpeg,2565810,13456,1623,0.064193167,6,1
DermMel\train_sep\Melanoma\AUG_0_4406.jpeg,302430,2626,219,0.688044228,3,1
DermMel\train_sep\Melanoma\ISIC_0025409.jpg,8865075,124355,7798,0.025698434,5,1
DermMel\train_sep\Melanoma\ISIC_0024739.jpg,12684975,74191,9269,0.010851639,6,1
DermMel\train_sep\Melanoma\AUG_0_9883.jpeg,658920,2716,261,0.501024098,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024942.jpg,952935,16357,714,0.403196816,2,0
DermMel\train_sep\Melanoma\AUG_0_7896.jpeg,3057705,16333,2749,0.027159786,2,1
DermMel\train_sep\Melanoma\AUG_0_6447.jpeg,921570,6990,769,0.148536901,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029743.jpg,5239740,41360,3736,0.037237169,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024405.jpg,4558125,24609,897,0.384342972,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031648.jpg,7030095,105475,2973,0.149957979,10,0
DermMel\train_sep\NotMelanoma\ISIC_0031772.jpg,4750650,52450,3649,0.049500277,2,0
DermMel\train_sep\Melanoma\AUG_0_6262.jpeg,1986960,14804,1193,0.130709771,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026241.jpg,1710540,25168,850,0.43774452,2,0
DermMel\train_sep\Melanoma\AUG_0_4422.jpeg,2659650,29316,2711,0.050125133,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031462.jpg,10914000,91126,10791,0.009833968,6,0
DermMel\train_sep\NotMelanoma\ISIC_0033436.jpg,8802345,85247,3862,0.071823147,5,0
DermMel\train_sep\Melanoma\ISIC_0026652.jpg,12105615,102161,9119,0.015438339,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025233.jpg,1501440,22080,1085,0.235694505,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025299.jpg,6208485,43647,4274,0.030025844,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030405.jpg,3913230,75144,3388,0.08226543,2,0
DermMel\train_sep\Melanoma\AUG_0_9633.jpeg,482970,5074,368,0.47083061,2,1
DermMel\train_sep\Melanoma\AUG_0_4469.jpeg,2078505,10629,1987,0.033830354,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032118.jpg,10523595,131969,7983,0.026022531,2,0
DermMel\train_sep\Melanoma\AUG_0_5981.jpeg,1132200,8588,1005,0.106848831,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031967.jpg,10060005,94011,11292,0.009265029,5,0
DermMel\train_sep\NotMelanoma\ISIC_0025071.jpg,7910355,77679,11308,0.00763382,2,0
DermMel\train_sep\Melanoma\ISIC_0031779.jpg,11274060,72800,10223,0.008753556,2,1
DermMel\train_sep\Melanoma\ISIC_0026622.jpg,7046925,47725,4250,0.033203047,2,1
DermMel\train_sep\Melanoma\AUG_0_7723.jpeg,2649195,26603,1171,0.243796063,4,1
DermMel\train_sep\Melanoma\AUGmented_0_6097.jpeg,2858550,22676,3853,0.019194566,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031798.jpg,1326510,25280,785,0.515522494,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6310.jpeg,2739210,21404,2563,0.040945633,2,1
